zcr,rms_energy,mean_chroma,spec_flat,hf_contrast,mf_contrast,lf_contrast
1.192822378915313203e-01,7.825537770986557007e-02,3.590630888938903809e-01,4.622732847929000854e-02,2.724818947333897157e+01,1.615372854054708540e+01,2.437959268445238692e+01
1.043653023491879356e-01,9.997710585594177246e-02,3.758743703365325928e-01,2.615164034068584442e-02,2.378061698448447103e+01,1.712569521731033362e+01,2.587190066531479005e+01
8.486652890564579110e-02,2.278162539005279541e-02,3.447217643260955811e-01,8.381313644349575043e-03,2.568695055301437691e+01,2.152708380139084809e+01,2.913859758988576587e+01
8.496433620939675135e-02,7.209603488445281982e-02,3.739462196826934814e-01,2.052624896168708801e-02,2.121882063723519352e+01,1.711617083312811260e+01,2.592805455912158052e+01
1.211492622534802721e-01,9.092727303504943848e-02,3.674087226390838623e-01,3.848777711391448975e-02,2.132903646174456824e+01,1.616997796233135887e+01,2.352491497654173358e+01
2.123672237529002360e-01,9.637788683176040649e-02,4.376552402973175049e-01,9.342662990093231201e-02,2.371999613896267078e+01,1.461287829897549351e+01,2.136139167685203333e+01
1.063055877803557592e-01,1.090320348739624023e-01,3.734745383262634277e-01,3.380870446562767029e-02,2.660045680576115856e+01,1.548911065015863286e+01,2.482712508571336940e+01
9.586022090100541904e-02,1.133007779717445374e-01,3.978546857833862305e-01,3.515785932540893555e-02,2.331999258106317896e+01,1.645108786236627552e+01,2.287167894287530601e+01
8.704434636020881577e-02,1.177095770835876465e-01,3.916279971599578857e-01,2.690703608095645905e-02,2.824851345904873057e+01,1.661292276304179438e+01,2.383400071921025543e+01
1.342852740719257532e-01,9.503626078367233276e-02,4.030801355838775635e-01,4.562012851238250732e-02,1.953767724079182955e+01,1.521450025480194235e+01,2.550561317642824832e+01
6.650367966937355269e-02,1.137002259492874146e-01,3.601006865501403809e-01,8.063500747084617615e-03,2.274330912068971244e+01,1.893149572271851611e+01,2.989064822461772764e+01
1.329707288041376556e-01,1.466402113437652588e-01,3.455141186714172363e-01,5.190051719546318054e-02,2.328177567407822934e+01,1.689235768237959334e+01,2.478054608110651813e+01
1.158846613979118284e-01,1.033316478133201599e-01,3.742366433143615723e-01,1.379525195807218552e-02,2.747199321201837208e+01,1.645375808827686015e+01,3.013443844595939325e+01
9.410006706786543107e-02,9.065406769514083862e-02,3.103597760200500488e-01,5.034971050918102264e-03,2.647331839306254153e+01,1.754118599126981337e+01,3.156458486060405733e+01
6.396371084686774955e-02,1.169326528906822205e-01,3.110642135143280029e-01,1.155929919332265854e-02,2.939475562481831261e+01,1.703957423579582908e+01,2.682821849855841378e+01
7.579197481631863575e-02,1.435869932174682617e-01,3.238538205623626709e-01,9.429534897208213806e-03,2.485711664058743864e+01,1.625944109694391670e+01,3.126822629301626932e+01
7.894522186774942385e-02,1.094271689653396606e-01,3.511437773704528809e-01,5.412667989730834961e-03,1.978243785152412570e+01,1.781385539551965991e+01,4.837506650666719565e+01
5.927915639501159933e-02,9.036240726709365845e-02,2.747034132480621338e-01,1.952690188772976398e-03,2.397373767087000118e+01,2.254091837257941933e+01,4.728062786473979173e+01
3.546288911446249248e-02,6.952577829360961914e-02,3.288068771362304688e-01,8.100435370579361916e-04,2.238747731774337524e+01,2.068967165821408472e+01,4.490504620690288817e+01
1.083081828837973715e-01,1.335852891206741333e-01,3.733612000942230225e-01,9.973374195396900177e-03,2.008799519328849925e+01,1.525033006321952378e+01,4.895488013480229483e+01
6.018472363205722847e-02,1.043269038200378418e-01,3.128623664379119873e-01,2.282911213114857674e-03,2.207829667503849080e+01,2.133857800899712487e+01,4.667789140275811377e+01
8.111548663476411680e-02,1.550333052873611450e-01,3.570533990859985352e-01,5.220027640461921692e-03,2.047750051184307907e+01,1.587617889760064038e+01,5.021130633789949371e+01
5.492503202339520801e-02,1.362437158823013306e-01,3.192198872566223145e-01,1.402833731845021248e-03,2.444924229180400133e+01,1.978384874638108570e+01,4.813980341128443996e+01
7.544530645784995604e-02,1.301541477441787720e-01,3.150411546230316162e-01,3.678397508338093758e-03,2.995982658151114464e+01,1.825498790852912734e+01,4.871755947845171875e+01
7.328712599091261048e-02,1.638967990875244141e-01,3.481647968292236328e-01,4.506266675889492035e-03,2.694847437354262354e+01,1.688239314642920874e+01,4.964157289093847680e+01
5.253498404872389976e-02,1.454936712980270386e-01,2.843275964260101318e-01,1.863720826804637909e-03,2.655883870532474589e+01,2.078762401012623329e+01,4.799479128080581347e+01
4.291625882153905780e-02,1.410314738750457764e-01,3.420780301094055176e-01,1.733996439725160599e-03,2.747771265736665569e+01,2.033255630053394114e+01,4.732957517563539085e+01
4.858304028905646027e-02,1.072588562965393066e-01,3.145496845245361328e-01,2.105897292494773865e-03,2.756646933617378536e+01,1.905500382055356567e+01,4.746786245780756985e+01
1.023355175705723125e-01,1.301512569189071655e-01,3.905179202556610107e-01,8.688375353813171387e-03,2.220059797010288705e+01,1.449419596269465238e+01,4.928302005876974334e+01
5.825803303847641029e-02,1.314766705036163330e-01,3.338966369628906250e-01,2.370712580159306526e-03,2.050897454218348415e+01,1.874823132981073925e+01,4.751893790232327319e+01
6.007520966260634226e-02,8.256956934928894043e-02,2.633974552154541016e-01,1.070685335434973240e-03,2.301880648061837675e+01,2.126620384446296441e+01,4.763770657977436684e+01
3.866824970997680133e-02,1.105702444911003113e-01,2.828317284584045410e-01,3.029465442523360252e-04,2.849491272793152064e+01,2.131665022113163133e+01,4.804755646423411264e+01
9.890433161736272849e-02,1.365132331848144531e-01,3.206411898136138916e-01,2.453434048220515251e-03,2.347629345370172871e+01,1.495931799819298291e+01,5.156659219097646485e+01
3.536394890757927484e-02,5.543572828173637390e-02,3.211699724197387695e-01,6.564249633811414242e-04,2.801165690053137425e+01,2.041238650701705382e+01,4.398199984020377684e+01
5.023594595901005599e-02,8.347783982753753662e-02,3.493403494358062744e-01,1.019379240460693836e-03,2.707229311289817275e+01,1.885160608562000562e+01,4.716998204452170995e+01
6.107367495649652228e-02,8.719071745872497559e-02,3.522500097751617432e-01,8.331249700859189034e-04,2.546966555262814325e+01,1.770260766929141738e+01,4.769381879497996835e+01
9.472278615622582720e-02,1.443820297718048096e-01,3.653284609317779541e-01,4.284593742340803146e-03,2.622792715475680936e+01,1.611867078685093801e+01,5.022596834024158596e+01
6.051779715293890277e-02,1.184152960777282715e-01,2.926157116889953613e-01,1.077432651072740555e-03,3.172293301521554909e+01,1.834552891778898953e+01,4.971912865172112106e+01
8.226991492652745153e-02,1.566895395517349243e-01,3.449937105178833008e-01,3.331232350319623947e-03,2.051825846567761502e+01,1.586775067473722345e+01,5.106584157112450839e+01
6.973622994006187237e-02,9.585826098918914795e-02,3.748790323734283447e-01,2.456242451444268227e-03,2.934491047145584020e+01,1.697597978982255640e+01,4.784546893050620753e+01
7.112819025522042204e-02,8.233685791492462158e-02,3.550249636173248291e-01,2.274664118885993958e-03,2.853285253463648985e+01,1.862254374354643005e+01,4.722399172257392053e+01
1.137185506090487297e-01,1.797410994768142700e-01,3.718628585338592529e-01,5.844811908900737762e-03,2.715409586090844840e+01,1.474166179216748240e+01,5.034404169454499822e+01
6.649877042246712944e-02,1.283528506755828857e-01,2.972587347030639648e-01,1.219568541273474693e-03,2.859999932723313520e+01,1.741271037787389986e+01,5.051583489653500436e+01
8.782189554331013004e-02,1.314976960420608521e-01,3.373612463474273682e-01,1.537113683298230171e-03,2.558969589066355255e+01,1.611221970727415709e+01,5.184551673150647844e+01
4.989569738495746448e-02,4.335498064756393433e-02,3.763606250286102295e-01,1.074013649486005306e-03,2.487594809976506127e+01,1.800457510852414345e+01,4.431312616226598777e+01
4.576060095224284557e-02,1.153411865234375000e-01,3.103309273719787598e-01,4.941039369441568851e-04,2.402223375463547583e+01,1.930394484814620171e+01,4.949164368897567812e+01
8.936113326566125226e-02,1.532734334468841553e-01,3.876135051250457764e-01,6.540321279317140579e-03,2.228409010677022195e+01,1.616031863518056255e+01,4.880049059417373059e+01
1.010477843435808182e-01,1.678869873285293579e-01,3.784409761428833008e-01,9.021203033626079559e-03,2.362896809360224992e+01,1.551173581189684292e+01,4.974343903612452777e+01
1.060631465100541349e-01,1.665889173746109009e-01,3.860301375389099121e-01,1.073229219764471054e-02,2.416341113590362610e+01,1.503502225198888453e+01,4.928950434032234540e+01
5.954463336233565413e-02,1.310582756996154785e-01,3.185363113880157471e-01,2.459218492731451988e-03,2.647867052574505564e+01,1.819596613270023866e+01,4.955342224948071106e+01
9.299284307327919386e-02,1.806954741477966309e-01,3.198367357254028320e-01,6.608894560486078262e-03,2.566152370702575780e+01,1.797562104132421013e+01,5.022290728580517083e+01
6.926758567768755148e-02,1.354954242706298828e-01,3.378933966159820557e-01,2.087290864437818527e-03,3.006774671951858835e+01,1.914316528316215482e+01,4.920165630590404504e+01
7.828473934164732750e-02,1.336390972137451172e-01,3.722196817398071289e-01,5.283170845359563828e-03,2.070804738982447901e+01,1.650174849777489783e+01,4.823153916161899701e+01
7.395969281709204035e-02,1.086267679929733276e-01,3.285036385059356689e-01,2.714303787797689438e-03,2.737921794241849938e+01,1.993855750376022939e+01,4.882016389226781428e+01
6.605051841647331667e-02,1.526851952075958252e-01,3.537356853485107422e-01,3.072803607210516930e-03,2.492821494631400725e+01,1.737160580315280711e+01,4.901593845398409854e+01
5.249193372969837568e-02,1.046939641237258911e-01,3.221817314624786377e-01,1.849913154728710651e-03,2.500395303942762482e+01,1.977467699603082707e+01,4.805762968906155663e+01
9.899685203982985793e-02,1.474513560533523560e-01,3.713018894195556641e-01,5.885092541575431824e-03,2.464159632144001932e+01,1.696551962157281324e+01,4.935189453021635586e+01
6.473823895494973391e-02,8.950489014387130737e-02,3.534349799156188965e-01,2.950307680293917656e-03,2.671842752988765568e+01,1.940639086841090588e+01,4.716816314595688908e+01
1.212093061194895599e-01,1.765342950820922852e-01,3.704802095890045166e-01,1.343221310526132584e-02,2.132026569800234483e+01,1.613212744773159812e+01,4.891159540750300039e+01
6.812788512664345875e-02,9.255199879407882690e-02,2.510880529880523682e-01,2.045795088633894920e-03,2.997051740549497012e+01,2.283662652224250067e+01,4.843931774415975866e+01
6.299961028132250451e-02,2.067791372537612915e-01,3.668139874935150146e-01,1.824491075240075588e-03,2.566515206490461765e+01,1.701743950230898150e+01,5.104288929982894985e+01
6.736695185614849368e-02,1.753369867801666260e-01,3.288687765598297119e-01,2.603001426905393600e-03,2.550991652191459380e+01,1.867691883520168972e+01,5.044220704749580619e+01
9.741305346094354667e-02,2.181294560432434082e-01,3.257450461387634277e-01,3.312248038128018379e-03,2.383211186666428461e+01,1.792698676179499984e+01,5.190681750006574191e+01
6.719928219257539914e-02,1.531419157981872559e-01,3.480777442455291748e-01,2.544187242165207863e-03,2.686752025424841150e+01,1.910265825324827560e+01,4.910547531863338833e+01
6.172207318252127123e-02,1.763221770524978638e-01,2.708181738853454590e-01,1.411235076375305653e-03,2.529435746362073090e+01,1.979298737809014597e+01,5.090319671496584419e+01
1.082458732115235828e-01,2.208106964826583862e-01,3.808384835720062256e-01,7.586318999528884888e-03,2.382172763388893344e+01,1.500115017584410992e+01,5.056019303984083280e+01
