zcr,rms_energy,mean_chroma,spec_flat,hf_contrast,mf_contrast,lf_contrast
1.085094620069605581e-01,1.921139508485794067e-01,4.665291905403137207e-01,8.909625001251697540e-03,1.432285794966578862e+01,1.632147217745551160e+01,4.829021263460123947e+01
1.364717771171693739e-01,2.190022617578506470e-01,3.656257390975952148e-01,9.515070356428623199e-03,1.914838159664648387e+01,1.677674105333319332e+01,5.022122882230715391e+01
1.115339357356921884e-01,2.432288527488708496e-01,4.088881909847259521e-01,8.261018432676792145e-03,2.011934508088018703e+01,1.457307165086672462e+01,5.087670203875439512e+01
1.238195149361948910e-01,2.581176757812500000e-01,4.141762256622314453e-01,1.002369262278079987e-02,1.971409759033883802e+01,1.355662652755731301e+01,5.174202656781076115e+01
1.246824094885924245e-01,2.709415853023529053e-01,4.214355051517486572e-01,1.071540080010890961e-02,2.148486256671325378e+01,1.442211926957254597e+01,5.099688691697033249e+01
9.403926793310131427e-02,2.424658685922622681e-01,3.682447075843811035e-01,3.936002030968666077e-03,2.149142189347139720e+01,1.627820821744673907e+01,5.190575829904240379e+01
1.272710931457849970e-01,2.482180595397949219e-01,3.801354467868804932e-01,5.477437749505043030e-03,2.060323275767728290e+01,1.516729056569274547e+01,5.277327720416188583e+01
1.051251027165506641e-01,2.514062225818634033e-01,3.391751348972320557e-01,6.490940693765878677e-03,2.084919693178261468e+01,1.544440335298292766e+01,5.181233018105670141e+01
1.179503214423820584e-01,2.512422204017639160e-01,4.272911846637725830e-01,8.810608647763729095e-03,2.201011683439281086e+01,1.220920345978516863e+01,5.103337490456506487e+01
1.133673506380510482e-01,2.352475970983505249e-01,3.961440622806549072e-01,7.288850843906402588e-03,1.895785379519067249e+01,1.380749288992893220e+01,5.160003686313409332e+01
5.939169143948182239e-02,1.501741707324981689e-01,3.153082728385925293e-01,8.443803526461124420e-04,2.170200020861486934e+01,1.801637945394472951e+01,4.910397525376284023e+01
4.881868414056458189e-02,1.249568089842796326e-01,3.658605515956878662e-01,2.673049224540591240e-03,2.076029115043811046e+01,1.727977234041421539e+01,4.616177498749372887e+01
5.086923880993812763e-02,1.580333560705184937e-01,3.368588387966156006e-01,1.785377855412662029e-03,2.340928920820498504e+01,1.738023289792755577e+01,4.840362778943089950e+01
3.205360595514307465e-02,1.420423388481140137e-01,3.780271410942077637e-01,7.191714248619973660e-04,2.230427570147677940e+01,1.604873732567507361e+01,4.639209521546027304e+01
2.564817164539829816e-02,5.285291746258735657e-02,3.484747111797332764e-01,7.642479031346738338e-04,2.461397120650370951e+01,1.901159130732267144e+01,4.138101839134823479e+01
5.819685626933487899e-02,1.319008618593215942e-01,3.776144087314605713e-01,2.966185566037893295e-03,2.161016680026479975e+01,1.703775168069516255e+01,4.679356273908876318e+01
3.605237637761021102e-02,9.940700978040695190e-02,4.220561385154724121e-01,2.427626168355345726e-03,2.473018919182423048e+01,1.507757807803394812e+01,4.556697020460055825e+01
3.231153023491879078e-02,6.308422982692718506e-02,3.909136354923248291e-01,1.124976086430251598e-03,2.088265691357909759e+01,1.857506808141326005e+01,4.088914254513708357e+01
2.169698315448569115e-02,6.587731093168258667e-02,3.776066303253173828e-01,4.535367188509553671e-04,2.426452850569193487e+01,1.875446365825737871e+01,4.319498264855332081e+01
5.087905730375096719e-02,1.410689055919647217e-01,3.766846060752868652e-01,1.112636877223849297e-03,2.428753767693556753e+01,1.681729177313798829e+01,4.642294633195867704e+01
5.714703270011600722e-02,1.870931684970855713e-01,3.699436783790588379e-01,1.596207381226122379e-03,2.353208983005448474e+01,1.620184950267067947e+01,5.050959305122713516e+01
4.829301708720031006e-02,5.139950662851333618e-02,2.605245709419250488e-01,9.251300944015383720e-04,2.306745371585514093e+01,2.023483454672849291e+01,4.438716601520724225e+01
4.461485825116009302e-02,1.983285993337631226e-01,3.750623464584350586e-01,1.818257151171565056e-03,2.356590252889598602e+01,1.604112609214264396e+01,4.842589066041584545e+01
1.284323188563418483e-01,1.254554241895675659e-01,4.429656863212585449e-01,9.164348244667053223e-03,1.938681985303161426e+01,1.424884456845593306e+01,4.824041095097115317e+01
7.476858565351894581e-02,1.050112918019294739e-01,3.702147006988525391e-01,2.277441322803497314e-03,1.996089206913483949e+01,1.483376839783480428e+01,4.779142317259971406e+01
