zcr,rms_energy,mean_chroma,spec_flat,hf_contrast,mf_contrast,lf_contrast
6.905497752320186033e-02,8.835335075855255127e-02,2.998379170894622803e-01,1.545381918549537659e-02,1.674150471062027279e+01,1.826276594797305819e+01,2.629867289609004644e+01
1.085215463070378916e-01,6.048328429460525513e-02,3.195770084857940674e-01,3.099467791616916656e-02,1.905389488782367380e+01,1.630235226023672723e+01,2.387863762098307419e+01
5.584948097931168032e-02,5.309306830167770386e-02,3.296822011470794678e-01,1.011608541011810303e-02,2.174383936653270766e+01,2.145700486535082518e+01,2.844410386905352439e+01
1.063697856245166273e-01,1.071058213710784912e-01,3.743366301059722900e-01,6.927328184247016907e-03,1.987125915822975486e+01,1.490645252110001806e+01,4.872606845338723502e+01
1.290931790168213522e-01,1.147321537137031555e-01,3.952118456363677979e-01,6.964706350117921829e-03,1.531220705581496233e+01,1.613274103978110574e+01,4.958148160741769317e+01
1.071465795388631126e-01,4.301047697663307190e-02,3.602111935615539551e-01,7.476426661014556885e-03,2.090559354416974713e+01,1.813869905585749009e+01,4.380416377892764501e+01
1.198856976266434587e-01,1.002666950225830078e-01,3.928094208240509033e-01,1.005216687917709351e-02,2.128083601759856691e+01,1.580647514643602847e+01,4.750979138850941297e+01
1.182750870069605581e-01,9.121294319629669189e-02,4.019314646720886230e-01,9.929008781909942627e-03,1.817867217871951979e+01,1.626253707365575707e+01,4.702784714794701415e+01
1.376337580964810403e-01,4.701695591211318970e-02,3.114905953407287598e-01,9.971318766474723816e-03,2.113318059850996633e+01,1.735851050097753046e+01,4.585661112478015156e+01
1.391189941028615484e-01,5.413790047168731689e-02,3.679714202880859375e-01,6.718009244650602341e-03,1.967744885286827738e+01,1.906080649130192128e+01,4.585535097255326775e+01
9.080369658739366467e-02,1.610425561666488647e-01,4.543406963348388672e-01,7.046248763799667358e-03,1.481519617991226490e+01,1.452391467508077838e+01,4.867546604740265792e+01
8.170157518851507705e-02,1.654650568962097168e-01,4.034348726272583008e-01,6.067268084734678268e-03,1.717411897663610887e+01,1.573341698294054680e+01,4.897035136812271361e+01
1.100203771510054190e-01,1.693602651357650757e-01,4.585289061069488525e-01,9.681195951998233795e-03,1.629750601086136896e+01,1.534247529058861659e+01,4.896662736925046744e+01
9.114092408642691934e-02,1.538782268762588501e-01,3.943926095962524414e-01,6.649716757237911224e-03,1.816564442496040144e+01,1.669167033315869020e+01,4.867835878136589400e+01
1.115173198230858531e-01,1.269348263740539551e-01,4.085943400859832764e-01,9.296046569943428040e-03,1.645260454010982798e+01,1.567895187467937568e+01,4.728422290880020995e+01
7.118068143368136425e-02,1.458403617143630981e-01,3.455831706523895264e-01,3.127753734588623047e-03,1.787075266986616739e+01,1.875019428220829099e+01,4.879009247027275364e+01
1.062376135924207321e-01,1.287457495927810669e-01,4.553172588348388672e-01,8.974425494670867920e-03,1.773054607883678102e+01,1.503746006401127566e+01,4.735194260016448453e+01
7.171012483081980193e-02,1.444203704595565796e-01,3.580624163150787354e-01,4.364237654954195023e-03,1.956615092957931523e+01,1.966446576167296101e+01,4.786764057234562131e+01
1.091057466889017724e-01,1.167237982153892517e-01,3.600420355796813965e-01,8.466891013085842133e-03,2.791059607818868216e+01,1.418955274572056524e+01,4.908210346429143556e+01
1.496727420485305382e-01,1.043839454650878906e-01,3.686045110225677490e-01,1.303955912590026855e-02,2.587075587618487305e+01,1.477249927935188722e+01,4.872681235721639581e+01
1.361319061774942107e-01,9.366793930530548096e-02,3.356615006923675537e-01,1.326582022011280060e-02,2.570406550701435933e+01,1.583830255687114708e+01,4.805401329623203566e+01
1.837123271945088898e-01,9.334027022123336792e-02,3.826536536216735840e-01,2.108490839600563049e-02,2.255592865218712362e+01,1.468789138946147155e+01,4.789215387392172829e+01
9.278892050947408487e-02,1.017275154590606689e-01,3.787199854850769043e-01,6.538470741361379623e-03,2.518761079587320850e+01,1.547404716542723158e+01,4.783372477063885242e+01
1.392005631283836087e-01,1.068864613771438599e-01,3.566777706146240234e-01,1.435603946447372437e-02,2.550785715420424182e+01,1.381574166000022608e+01,4.834520688798993859e+01
1.209770609773781896e-01,6.300616264343261719e-02,3.217203915119171143e-01,6.199169903993606567e-03,2.617756220419793678e+01,1.884276181829614671e+01,4.721146182417855641e+01
1.462815853393271415e-01,7.628909498453140259e-02,3.909319639205932617e-01,1.512049417942762375e-02,1.997051614671339692e+01,1.666187794923065724e+01,4.634457137786574066e+01
1.285531618571152390e-01,1.658434718847274780e-01,3.928476274013519287e-01,9.496577084064483643e-03,1.764344266277693052e+01,1.466544045087695913e+01,5.065172296767954663e+01
1.617226773975251330e-01,8.958272635936737061e-02,4.082404971122741699e-01,1.611119881272315979e-02,2.006020079058389882e+01,1.544626436242254464e+01,4.798417138911764823e+01
7.325653760634183442e-02,1.052309349179267883e-01,3.433388173580169678e-01,3.172192256897687912e-03,2.779063096892852514e+01,1.756687110531260032e+01,4.853674341630054556e+01
1.206360571345707622e-01,1.547237634658813477e-01,2.557014822959899902e-01,6.240375805646181107e-03,1.670601172629461217e+01,1.614388946092515909e+01,5.122971249192546850e+01
1.501345888921113703e-01,1.082835793495178223e-01,4.435068964958190918e-01,1.429082360118627548e-02,2.926035850697501672e+01,1.524946675306501653e+01,4.912461414302131857e+01
1.509385724816318664e-01,1.069129779934883118e-01,4.166245460510253906e-01,1.462978031486272812e-02,2.843711300542022258e+01,1.520725972975974472e+01,4.934071482445138201e+01
9.832088650425367671e-02,1.057792454957962036e-01,3.434485793113708496e-01,4.793349187821149826e-03,3.002084450573673635e+01,1.781861816453195502e+01,4.922933835571887329e+01
1.466494012229311583e-01,1.019600778818130493e-01,3.893127739429473877e-01,1.271390542387962341e-02,3.067520634102897503e+01,1.568439725721405154e+01,4.838375826058616269e+01
8.922745069605568513e-02,7.948579639196395874e-02,3.520627617835998535e-01,6.551502272486686707e-03,2.961423699400771170e+01,1.681189654138257339e+01,4.745812094525122404e+01
9.766418032192575316e-02,7.645820081233978271e-02,3.986873626708984375e-01,6.467949599027633667e-03,2.922313366665276391e+01,1.570174914394888610e+01,4.761275403241325677e+01
1.218225843484145449e-01,8.165097981691360474e-02,4.321420192718505859e-01,7.545332424342632294e-03,2.881902763219932595e+01,1.530853646511092769e+01,4.798405628806011691e+01
4.872427554621036605e-02,8.385993540287017822e-02,3.624845743179321289e-01,1.715194317512214184e-03,2.855277641194098237e+01,1.791383467250458139e+01,4.503053583509105096e+01
7.630480230085073812e-02,5.445402860641479492e-02,3.584013283252716064e-01,2.590827411040663719e-03,2.965788974426324387e+01,1.805362234981461711e+01,4.596796980566699631e+01
