zcr,rms_energy,mean_chroma,spec_flat,hf_contrast,mf_contrast,lf_contrast
9.374924473124517099e-02,9.435921162366867065e-02,4.527458250522613525e-01,2.268926799297332764e-02,1.885047496576219217e+01,1.742716204700924720e+01,2.596962884866228904e+01
1.863670968677494100e-01,8.066028356552124023e-02,4.762426614761352539e-01,5.694011971354484558e-02,2.274245913660625718e+01,1.286073795079930271e+01,2.577033038288828948e+01
9.429756984725444491e-02,1.957149207592010498e-01,4.769255816936492920e-01,4.368959367275238037e-02,1.944906884690298199e+01,1.480261735142490309e+01,2.304430085836435893e+01
9.938166147041763154e-02,1.795402020215988159e-01,4.733887314796447754e-01,4.426693916320800781e-02,2.005624724679778126e+01,1.486211237023415421e+01,2.361974114954706749e+01
9.938166147041763154e-02,1.795402020215988159e-01,4.733887314796447754e-01,4.426693916320800781e-02,2.005624724679778126e+01,1.486211237023415421e+01,2.361974114954706749e+01
7.118143670243619325e-02,5.681594833731651306e-02,3.267011940479278564e-01,2.718184143304824829e-03,2.135446851195257523e+01,1.753506998264350258e+01,3.394343050800934947e+01
7.597437222061098616e-02,1.142719164490699768e-01,3.226285278797149658e-01,1.057142857462167740e-02,1.731855424630293427e+01,1.632233637667662762e+01,2.910677563762968845e+01
9.936315738592420288e-02,1.195923686027526855e-01,3.959367275238037109e-01,4.358771257102489471e-03,2.351843279670912068e+01,1.611099627455699590e+01,3.266313171047062269e+01
2.601477909899458374e-01,3.510546386241912842e-01,6.636847257614135742e-01,4.178049862384796143e-01,1.286772910044638074e+01,1.064679921462536072e+01,1.823629468355581196e+01
1.218324028422273775e-01,2.077828794717788696e-01,3.875851929187774658e-01,5.977547541260719299e-02,2.275877822686145180e+01,1.842873980703546621e+01,2.324340552350739841e+01
1.891876480326759591e-01,1.200908124446868896e-01,3.755420446395874023e-01,1.034036427736282349e-01,2.487218564340534854e+01,1.567096938965452679e+01,2.125449577603701456e+01
3.803533449342614420e-02,1.514499187469482422e-01,3.694607317447662354e-01,1.937836175784468651e-03,1.710275185573287615e+01,1.639031893883985447e+01,3.475457460104905039e+01
1.306569629737045768e-01,1.442609727382659912e-01,4.698793888092041016e-01,4.641703143715858459e-02,2.298121588386890579e+01,1.590229014927191820e+01,2.383893912789452330e+01
1.238357532144238188e-01,6.887757033109664917e-02,3.979015946388244629e-01,2.254704013466835022e-02,1.957314169545132643e+01,1.372721396889589762e+01,2.855894688176216789e+01
1.199929457898298579e-01,9.222099184989929199e-02,3.987611234188079834e-01,1.513631455600261688e-02,1.584132394234263685e+01,1.375520995057281404e+01,3.105092175162328871e+01
8.928598402455530103e-02,1.071291342377662659e-01,3.709806203842163086e-01,1.721499860286712646e-02,2.062922298222696327e+01,1.558940250310096332e+01,3.101855562249975407e+01
9.561853489945862372e-02,1.347530484199523926e-01,3.656037449836730957e-01,2.056599967181682587e-02,2.816181335219949844e+01,1.610619908632131114e+01,2.796413097875720055e+01
1.031685790071538988e-01,1.623404175043106079e-01,4.242840111255645752e-01,3.319665789604187012e-02,2.143074441178639589e+01,1.556840035801170607e+01,2.320021242668696360e+01
7.965479686291569716e-02,1.622295975685119629e-01,4.163390100002288818e-01,3.351677209138870239e-03,1.823816945574196069e+01,1.642531918905670807e+01,3.591360071273693677e+01
9.398639912026295062e-02,1.107461676001548767e-01,2.719774544239044189e-01,1.130946632474660873e-02,1.576882193926129716e+01,1.910683853473332050e+01,2.969675203229575189e+01
6.483378045243619325e-02,1.392030864953994751e-01,4.100386202335357666e-01,1.785494759678840637e-02,2.073124616682063603e+01,1.490770474512559218e+01,2.567655127528003334e+01
1.395963239559164792e-01,1.801769435405731201e-01,4.311060607433319092e-01,2.125472947955131531e-02,2.747630653023264813e+01,1.445617165757144384e+01,3.849894983402804627e+01
