zero_crossing_rate,RMS_energy,mean_Chromagram,spectral_flatness
1.032629876015081216e-01,1.245862394571304321e-01,3.425062596797943115e-01,1.765874959528446198e-02
1.240453402938901800e-01,1.114166826009750366e-01,4.013673961162567139e-01,4.985814169049263000e-02
1.728866824970997640e-01,1.368904262781143188e-01,4.365462362766265869e-01,9.604552388191223145e-02
1.509782240912606321e-01,1.782562881708145142e-01,4.353310167789459229e-01,9.086161851882934570e-02
1.202165053412606321e-01,1.429800987243652344e-01,3.727270960807800293e-01,3.824770078063011169e-02
9.966035564095127031e-02,1.079154536128044128e-01,3.580080270767211914e-01,4.133984073996543884e-02
1.315957620359628766e-01,1.430795937776565552e-01,4.012795984745025635e-01,7.281594723463058472e-02
1.011829774506960572e-01,1.156388670206069946e-01,4.852269291877746582e-01,4.505017027258872986e-02
1.983751148008507381e-01,1.725804507732391357e-01,4.831115305423736572e-01,1.183748096227645874e-01
1.385359266241299181e-01,1.476060152053833008e-01,3.840029537677764893e-01,5.859585478901863098e-02
1.507754344305877736e-01,1.700264960527420044e-01,4.501512348651885986e-01,7.529115676879882812e-02
1.737518428557617844e-01,1.157709732651710510e-01,4.172125160694122314e-01,8.899546414613723755e-02
1.232511751981825165e-01,1.110733374953269958e-01,3.683449625968933105e-01,3.050681203603744507e-02
1.244871725154678976e-01,1.570010632276535034e-01,3.918872177600860596e-01,3.148972243070602417e-02
1.808128504447022444e-01,1.229035183787345886e-01,3.576630651950836182e-01,8.825637400150299072e-02
1.763363725348027766e-01,1.525747776031494141e-01,4.023075401782989502e-01,1.020228341221809387e-01
1.620300717807424684e-01,1.731330752372741699e-01,4.345731139183044434e-01,8.652003109455108643e-02
1.900112686098221204e-01,1.640261709690093994e-01,4.544717669486999512e-01,1.157364249229431152e-01
1.682021280452436207e-01,1.131540238857269287e-01,3.706020414829254150e-01,8.231886476278305054e-02
1.011584312161639548e-01,1.243307366967201233e-01,3.410526514053344727e-01,2.129570953547954559e-02
1.264267026778808922e-01,1.451822668313980103e-01,4.208872318267822266e-01,4.095204547047615051e-02
5.384424243522815262e-02,1.754993498325347900e-01,3.557089865207672119e-01,1.196685712784528732e-02
1.216409422128770235e-01,1.360112875699996948e-01,3.940215408802032471e-01,3.791313618421554565e-02
1.347388129592033967e-01,1.737182140350341797e-01,4.201892912387847900e-01,4.495598003268241882e-02
1.095898739607501921e-01,1.489730328321456909e-01,3.669142723083496094e-01,3.326159715652465820e-02
1.097190249178267574e-01,1.354817301034927368e-01,4.073350727558135986e-01,3.885214030742645264e-02
1.141981462683681336e-01,1.130586341023445129e-01,3.763407468795776367e-01,8.579937741160392761e-03
8.700922636310905178e-02,4.700716957449913025e-02,2.201753109693527222e-01,2.145919715985655785e-03
1.543376595127610162e-01,1.123151704668998718e-01,4.097993373870849609e-01,1.125460304319858551e-02
1.352758090438901661e-01,2.095554023981094360e-01,4.212601482868194580e-01,1.318504661321640015e-02
1.287397132395591559e-01,1.590265780687332153e-01,4.511117041110992432e-01,1.248850580304861069e-02
1.576298760150812162e-01,1.063893735408782959e-01,4.603788852691650391e-01,1.838251948356628418e-02
1.697749752271848489e-01,1.253658533096313477e-01,4.163177311420440674e-01,1.265930570662021637e-02
1.542126625338360313e-01,1.726531684398651123e-01,4.678385853767395020e-01,9.848107583820819855e-03
1.146029703209590078e-01,5.218472331762313843e-02,4.011896252632141113e-01,1.227491348981857300e-02
1.103900812064965153e-01,1.215329170227050781e-01,4.631861150264739990e-01,6.447222083806991577e-03
7.692752138921113425e-02,7.621330767869949341e-02,3.583459258079528809e-01,4.311784636229276657e-03
9.243054548530549308e-02,7.621382176876068115e-02,3.701460659503936768e-01,6.412022281438112259e-03
1.109455813756767273e-01,1.222548335790634155e-01,4.173424541950225830e-01,8.855161257088184357e-03
1.101755848801237447e-01,1.169466748833656311e-01,4.036504328250885010e-01,1.399189326912164688e-02
9.297320608565351474e-02,1.145268082618713379e-01,4.348111450672149658e-01,6.380237638950347900e-03
1.158336807569605581e-01,1.844530701637268066e-01,3.233202397823333740e-01,9.786089882254600525e-03
1.276283352668213522e-01,1.511131078004837036e-01,4.268376231193542480e-01,8.980168029665946960e-03
9.971700079756380675e-02,2.940036058425903320e-01,5.480401515960693359e-01,1.621204428374767303e-02
6.487645313708430284e-02,9.224250912666320801e-02,3.882597088813781738e-01,5.074983928352594376e-03
7.361868897428461289e-02,1.853893846273422241e-01,4.710982441902160645e-01,5.679900757968425751e-03
1.385699137180974594e-01,1.697233468294143677e-01,4.507315456867218018e-01,1.314135175198316574e-02
1.432352088167053450e-01,9.138630330562591553e-02,3.648950457572937012e-01,1.619473099708557129e-02
1.626135168938515063e-01,1.068369075655937195e-01,4.161804616451263428e-01,2.161779068410396576e-02
8.360371954756380675e-02,1.116313859820365906e-01,3.891928791999816895e-01,6.098259706050157547e-03
1.345836052300850849e-01,1.110583767294883728e-01,4.555670619010925293e-01,1.465141121298074722e-02
1.559003105665119904e-01,9.815234690904617310e-02,4.354997277259826660e-01,1.960232108831405640e-02
1.840673035092807441e-01,8.454555273056030273e-02,4.342259764671325684e-01,1.933983713388442993e-02
1.763450581254833727e-01,9.555700421333312988e-02,4.463262557983398438e-01,2.129329182207584381e-02
1.510733879543696700e-01,1.776878833770751953e-01,4.029155075550079346e-01,1.666050218045711517e-02
1.298956520688321625e-01,1.109771952033042908e-01,4.291898906230926514e-01,1.505575701594352722e-02
1.218607254205336388e-01,1.242803931236267090e-01,3.532658219337463379e-01,8.023316040635108948e-03
1.175809950212683697e-01,2.067382037639617920e-01,4.156816303730010986e-01,9.120234288275241852e-03
9.612456496519720950e-02,6.823889911174774170e-02,3.319040238857269287e-01,7.866809144616127014e-03
9.976307219160866768e-02,8.479651063680648804e-02,4.528494477272033691e-01,1.058512832969427109e-02
8.474190956109822759e-02,5.924209952354431152e-02,3.885461091995239258e-01,7.162151858210563660e-03
1.164020204949729326e-01,7.876539975404739380e-02,3.582447469234466553e-01,8.516888134181499481e-03
1.381975662219644130e-01,1.810090392827987671e-01,4.228900372982025146e-01,2.378546446561813354e-02
8.998536289153132028e-02,8.759053796529769897e-02,4.141053259372711182e-01,7.152689620852470398e-03
1.514181681409512703e-01,6.201317161321640015e-02,5.034770965576171875e-01,1.590209081768989563e-02
1.586842311968290897e-01,8.922863006591796875e-02,5.681706666946411133e-01,2.185752429068088531e-02
9.446561714520494701e-02,1.653669029474258423e-01,3.950679302215576172e-01,4.324404988437891006e-03
1.002388915071538988e-01,1.192995160818099976e-01,3.847195804119110107e-01,8.249608799815177917e-03
1.314061895784996159e-01,1.190566122531890869e-01,3.979275226593017578e-01,7.161001674830913544e-03
1.118250918406805822e-01,1.003831699490547180e-01,4.297175109386444092e-01,8.826985023915767670e-03
1.461135380413766394e-01,9.066109359264373779e-02,4.852291047573089600e-01,1.773777417838573456e-02
9.160579200502706743e-02,1.737753301858901978e-01,4.167321324348449707e-01,9.184700436890125275e-03
1.174699705143078116e-01,1.067119091749191284e-01,3.706847727298736572e-01,1.078924350440502167e-02
1.370223680394431487e-01,1.533585041761398315e-01,4.074063897132873535e-01,1.269078347831964493e-02
9.355627356438514508e-02,9.939363598823547363e-02,4.168207943439483643e-01,7.268438115715980530e-03
1.180315128335266833e-01,9.845840930938720703e-02,4.679374396800994873e-01,1.036548521369695663e-02
1.343604233130317183e-01,9.201522916555404663e-02,4.166147410869598389e-01,8.697661571204662323e-03
1.204506386552590819e-01,1.081843450665473938e-01,4.149725437164306641e-01,1.698256097733974457e-02
1.125694091985692258e-01,1.226780563592910767e-01,4.409950673580169678e-01,1.303625851869583130e-02
1.125694091985692258e-01,1.226780563592910767e-01,4.409950673580169678e-01,1.303625851869583130e-02
